20780
 -1.9999959E+04  4.2604669E-17
 -1.9999189E+04  3.4831891E-17
 -1.9998404E+04  3.4831891E-17
 -1.9997635E+04  3.4831891E-17
 -1.9996850E+04  3.4831891E-17
 -1.9996062E+04  3.4831891E-17
 -1.9995312E+04  4.2604669E-17
 -1.9994525E+04  3.4831891E-17
 -1.9993758E+04  2.9581345E-17
 -1.9992971E+04  2.9581345E-17
 -1.9992203E+04  2.9581345E-17
 -1.9991436E+04  2.9581345E-17
 -1.9990648E+04  3.4831891E-17
 -1.9989861E+04  2.9581345E-17
 -1.9989111E+04  2.8715942E-17
 -1.9988326E+04  2.8715942E-17
 -1.9987557E+04  2.8715942E-17
 -1.9986771E+04  2.1445319E-17
 -1.9985984E+04  2.1445319E-17
 -1.9985234E+04  2.1445319E-17
 -1.9984447E+04  2.8715942E-17
 -1.9983662E+04  2.8715942E-17
 -1.9982893E+04  2.8715942E-17
 -1.9982125E+04  2.9581345E-17
 -1.9981357E+04  2.8715942E-17
 -1.9980570E+04  2.8715942E-17
 -1.9979783E+04  2.1445319E-17
 -1.9978998E+04  1.3549235E-17
 -1.9978248E+04 -7.3266232E-18
 -1.9977461E+04 -7.3266232E-18
 -1.9976693E+04 -3.3657491E-18
 -1.9975924E+04 -3.3657491E-18
 -1.9975174E+04 -3.3657491E-18
 -1.9974389E+04  1.3549235E-17
 -1.9973602E+04  1.3549235E-17
 -1.9972834E+04  1.3549235E-17
 -1.9972047E+04  1.3549235E-17
 -1.9971297E+04  1.3549235E-17
 -1.9970510E+04 -3.3657491E-18
 -1.9969725E+04 -3.3657491E-18
 -1.9968955E+04 -3.3657491E-18
 -1.9968188E+04 -7.3266232E-18
 -1.9967400E+04 -7.3266232E-18
 -1.9966633E+04 -3.3657491E-18
 -1.9965846E+04 -3.3657491E-18
 -1.9965096E+04 -3.3657491E-18
 -1.9964311E+04  7.9300391E-18
 -1.9963523E+04  7.9300391E-18
 -1.9962736E+04  7.9300391E-18
 -1.9961969E+04 -3.3657491E-18
 -1.9961201E+04 -7.3266232E-18
 -1.9960432E+04 -3.3657491E-18
 -1.9959646E+04  7.9300391E-18
 -1.9958859E+04 -3.3657491E-18
 -1.9958109E+04 -7.3266232E-18
 -1.9957322E+04 -7.3266232E-18
 -1.9956537E+04 -3.3657491E-18
 -1.9955768E+04 -7.3266232E-18
 -1.9954982E+04 -7.3266232E-18
 -1.9954232E+04 -7.3266232E-18
 -1.9953445E+04 -1.3773105E-17
 -1.9952695E+04 -1.4573774E-17
 -1.9951908E+04 -1.5867290E-17
 -1.9951141E+04 -2.1012950E-17
 -1.9950371E+04 -1.5867290E-17
 -1.9949586E+04 -1.4573774E-17
 -1.9948799E+04 -1.4573774E-17
 -1.9948049E+04 -1.4573774E-17
 -1.9947262E+04 -1.3773105E-17
 -1.9946494E+04 -1.3773105E-17
 -1.9945707E+04 -1.3773105E-17
 -1.9944922E+04 -1.4573774E-17
 -1.9944172E+04 -1.4573774E-17
 -1.9943385E+04 -1.5528367E-17
 -1.9942600E+04 -1.5867290E-17
 -1.9941830E+04 -1.5867290E-17
 -1.9941062E+04 -2.9291789E-17
 -1.9940293E+04 -1.5867290E-17
 -1.9939508E+04 -1.5867290E-17
 -1.9938721E+04 -1.5867290E-17
 -1.9937936E+04 -2.9291789E-17
 -1.9937184E+04 -2.9291789E-17
 -1.9936398E+04 -1.5867290E-17
 -1.9935629E+04 -1.5528367E-17
 -1.9934844E+04 -1.5867290E-17
 -1.9934074E+04 -2.9291789E-17
 -1.9933307E+04 -3.1037236E-17
