104
 -9.9066221E+03  2.9605001E-14
 -9.7149238E+03  2.9098001E-14
 -9.5232607E+03  2.7866002E-14
 -9.3315791E+03  2.6524000E-14
 -9.1398984E+03  2.5036000E-14
 -8.9482354E+03  2.3176001E-14
 -8.7565537E+03  2.1219000E-14
 -8.5648906E+03  1.9553000E-14
 -8.3731924E+03  1.8147999E-14
 -8.1815474E+03  1.6862000E-14
 -7.9898657E+03  1.5740999E-14
 -7.7981670E+03  1.4846001E-14
 -7.6065039E+03  1.4082001E-14
 -7.4148228E+03  1.3334999E-14
 -7.2231777E+03  1.2638001E-14
 -7.0314785E+03  1.2048000E-14
 -6.8397979E+03  1.1558000E-14
 -6.6481343E+03  1.1154000E-14
 -6.4564712E+03  1.0885000E-14
 -6.2647905E+03  1.0803000E-14
 -6.0731094E+03  1.0768000E-14
 -5.8814106E+03  1.0648000E-14
 -5.6897471E+03  1.0545000E-14
 -5.4980840E+03  1.0556000E-14
 -5.3064209E+03  1.0829000E-14
 -5.1147222E+03  1.1482000E-14
 -4.9230410E+03  1.2168000E-14
 -4.7313779E+03  1.2616000E-14
 -4.5397148E+03  1.3095998E-14
 -4.3480337E+03  1.3864000E-14
 -4.1563525E+03  1.5019000E-14
 -3.9646716E+03  1.6670999E-14
 -3.7730264E+03  1.8862001E-14
 -3.5813276E+03  2.1648001E-14
 -3.3896646E+03  2.5133001E-14
 -3.1979834E+03  2.9469001E-14
 -3.0062844E+03  3.4780000E-14
 -2.8146392E+03  4.1453999E-14
 -2.6229583E+03  5.0751998E-14
 -2.4312771E+03  6.3296997E-14
 -2.2395962E+03  7.8006998E-14
 -2.0479152E+03  9.4288001E-14
 -1.8562699E+03  1.1286999E-13
 -1.6645710E+03  1.3366001E-13
 -1.4729078E+03  1.5496000E-13
 -1.2812268E+03  1.7567000E-13
 -1.0895459E+03  1.9621999E-13
 -8.9788269E+02  2.1495002E-13
 -7.0620166E+02  2.2643000E-13
 -5.1453851E+02  2.2978001E-13
 -3.2283966E+02  2.3153999E-13
 -1.3117650E+02  2.3218000E-13
  6.0504513E+01  2.2325998E-13
  2.5216768E+02  2.0633000E-13
  4.4383081E+02  1.9480000E-13
  6.3552966E+02  1.9214999E-13
  8.2719287E+02  1.9242000E-13
  1.0188561E+03  1.8676000E-13
  1.2105549E+03  1.6166001E-13
  1.4022180E+03  1.2322000E-13
  1.5938812E+03  9.6464002E-14
  1.7855801E+03  8.5366000E-14
  1.9772432E+03  7.6478002E-14
  2.1689421E+03  6.6259999E-14
  2.3606052E+03  5.7513998E-14
  2.5522683E+03  5.0435997E-14
  2.7439673E+03  4.4257997E-14
  2.9356304E+03  3.9005000E-14
  3.1273293E+03  3.5018002E-14
  3.3189568E+03  3.2034000E-14
  3.5106555E+03  2.9480999E-14
  3.7023188E+03  2.7183000E-14
  3.8940176E+03  2.5147002E-14
  4.0856804E+03  2.3389000E-14
  4.2773438E+03  2.1969001E-14
  4.4690068E+03  2.0749000E-14
  4.6607061E+03  1.9493001E-14
  4.8523691E+03  1.8368001E-14
  5.0440679E+03  1.7706001E-14
  5.2356953E+03  1.7155998E-14
  5.4273940E+03  1.6159999E-14
  5.6190933E+03  1.5135999E-14
  5.8107563E+03  1.4741001E-14
  6.0024194E+03  1.4679000E-14
  6.1940825E+03  1.4493999E-14
  6.3857812E+03  1.4071002E-14
  6.5774805E+03  1.3328000E-14
  6.7691436E+03  1.2727000E-14
  6.9608066E+03  1.2811000E-14
  7.1524697E+03  1.3251000E-14
  7.3441689E+03  1.3605000E-14
  7.5358320E+03  1.3836000E-14
  7.7274951E+03  1.3946000E-14
  7.9191938E+03  1.3638000E-14
  8.1108569E+03  1.2653000E-14
  8.3025205E+03  1.1663000E-14
  8.4942188E+03  1.1316000E-14
  8.6858818E+03  1.1231000E-14
  8.8775449E+03  1.1047000E-14
  9.0692090E+03  1.1066000E-14
  9.2609072E+03  1.1492000E-14
  9.4526064E+03  1.1826000E-14
  9.6442334E+03  1.1698000E-14
  9.8359326E+03  1.1516000E-14
