 -7.8931406E+03  1.5700000E-15
 -7.6934546E+03  1.6200002E-15
 -7.4937861E+03  1.6599999E-15
 -7.2941353E+03  1.7000001E-15
 -7.0944668E+03  1.7100000E-15
 -6.8947808E+03  1.6399997E-15
 -6.6950942E+03  1.5399999E-15
 -6.4954258E+03  1.4600001E-15
 -6.2957754E+03  1.3400002E-15
 -6.0961069E+03  1.2300000E-15
 -5.8964204E+03  1.1900000E-15
 -5.6967339E+03  1.1700000E-15
 -5.4971016E+03  1.1300000E-15
 -5.2974150E+03  1.0700000E-15
 -5.0977466E+03  1.0300000E-15
 -4.8980781E+03  1.0300000E-15
 -4.6984097E+03  1.0500000E-15
 -4.4987412E+03  1.0300000E-15
 -4.2990547E+03  1.0100000E-15
 -4.0994043E+03  1.0400000E-15
 -3.8997178E+03  1.0800000E-15
 -3.7000493E+03  1.1399999E-15
 -3.5003987E+03  1.2200001E-15
 -3.3007124E+03  1.3200002E-15
 -3.1010439E+03  1.4500001E-15
 -2.9013755E+03  1.6599999E-15
 -2.7016892E+03  2.0000000E-15
 -2.5020386E+03  2.5000000E-15
 -2.3023523E+03  3.1199999E-15
 -2.1026838E+03  3.8800000E-15
 -1.9030332E+03  4.8000002E-15
 -1.7033468E+03  5.8500004E-15
 -1.5036783E+03  7.0100006E-15
 -1.3039919E+03  8.1999998E-15
 -1.1043593E+03  9.2300003E-15
 -9.0467291E+02  9.8400004E-15
 -7.0498657E+02  9.9999998E-15
 -5.0531812E+02  9.9300002E-15
 -3.0563177E+02  9.5900003E-15
 -1.0599905E+02  9.1100003E-15
  9.3669418E+01  8.3399999E-15
  2.9337363E+02  7.5500002E-15
  4.9304211E+02  7.0599997E-15
  6.9271057E+02  6.6100012E-15
  8.9234332E+02  6.1799994E-15
  1.0920475E+03  5.8700006E-15
  1.2917159E+03  5.6599999E-15
  1.4913844E+03  5.5999999E-15
  1.6910530E+03  5.6399998E-15
  1.8907214E+03  5.6200001E-15
  2.0903899E+03  5.5799998E-15
  2.2900940E+03  5.4400001E-15
  2.4897268E+03  5.1699994E-15
  2.6893953E+03  4.8800003E-15
  2.8890637E+03  4.5199999E-15
  3.0887681E+03  4.1099999E-15
  3.2884365E+03  3.7100001E-15
  3.4880691E+03  3.3399994E-15
  3.6877734E+03  2.9300000E-15
  3.8874060E+03  2.6400003E-15
  4.0871104E+03  2.4200000E-15
  4.2867788E+03  2.1800000E-15
  4.4864473E+03  1.9100000E-15
  4.6861157E+03  1.6599999E-15
  4.8857842E+03  1.5000002E-15
  5.0854526E+03  1.3499998E-15
  5.2851211E+03  1.1900000E-15
  5.4847896E+03  1.1100000E-15
  5.6844580E+03  1.0700000E-15
  5.8841265E+03  1.0400000E-15
  6.0837949E+03  1.0400000E-15
  6.2834634E+03  1.0500000E-15
  6.4831318E+03  1.0800000E-15
  6.6828359E+03  1.1399999E-15
  6.8824688E+03  1.2500000E-15
  7.0821372E+03  1.3499998E-15
  7.2818413E+03  1.4400000E-15
  7.4815103E+03  1.5800002E-15
  7.6811787E+03  1.7699996E-15
  7.8808110E+03  2.0100001E-15
